0.434703791765,0.369081594479,0
0.426781261387,0.368140816009,0
0.417107566216,0.374760242372,0
0.433680764405,0.363919804504,0
0.439938790813,0.369787415986,0
0.418352741043,0.371212756295,0
0.429758845716,0.374807225394,0
0.434461819179,0.368185607752,0
0.433123499582,0.364023721843,0
0.425442550887,0.372464790854,0
0.448417382545,0.327539755752,1
0.457195102956,0.303808779402,1
0.424448697364,0.339737346672,1
0.413751750205,0.342747027057,1
0.43794117986,0.331175734529,1
0.442070630595,0.323633171795,1
0.427040331554,0.31319721702,1
0.421240314199,0.326146629604,1
0.423404806469,0.331518984806,1
0.415680005262,0.329044802905,1
0.421808913971,0.333053507406,2
0.475928079553,0.290848505836,2
0.415545650786,0.340606362331,2
0.390728033248,0.336349752297,2
0.413731618935,0.341722452826,2
0.383383645685,0.344294764415,2
0.455004898182,0.325104883993,2
0.400924572976,0.337390073266,2
0.384208172106,0.34622396117,2
0.429451052094,0.32274644687,2
