225.0,227.0,206.0,0
253.0,253.0,241.0,0
254.0,253.0,249.0,0
255.0,254.0,255.0,0
255.0,255.0,251.0,0
255.0,255.0,251.0,0
254.0,254.0,254.0,0
254.0,253.0,255.0,0
255.0,255.0,255.0,0
255.0,255.0,255.0,0
255.0,255.0,255.0,0
255.0,255.0,255.0,0
255.0,255.0,255.0,0
255.0,255.0,255.0,0
255.0,255.0,255.0,0
255.0,255.0,255.0,0
255.0,255.0,255.0,0
255.0,255.0,255.0,0
255.0,255.0,255.0,0
255.0,255.0,255.0,0
255.0,255.0,255.0,0
255.0,255.0,255.0,0
255.0,255.0,255.0,0
255.0,255.0,255.0,0
255.0,255.0,253.0,0
255.0,255.0,253.0,0
255.0,255.0,253.0,0
255.0,255.0,253.0,0
255.0,255.0,253.0,0
255.0,255.0,253.0,0
255.0,255.0,253.0,0
255.0,255.0,253.0,0
255.0,255.0,250.0,0
255.0,255.0,250.0,0
255.0,255.0,250.0,0
255.0,255.0,250.0,0
255.0,255.0,250.0,0
255.0,255.0,250.0,0
255.0,255.0,250.0,0
255.0,255.0,250.0,0
254.0,255.0,243.0,0
253.0,255.0,242.0,0
252.0,254.0,241.0,0
252.0,254.0,241.0,0
252.0,254.0,241.0,0
252.0,254.0,241.0,0
253.0,255.0,242.0,0
254.0,255.0,243.0,0
253.0,255.0,237.0,0
252.0,255.0,236.0,0
250.0,253.0,234.0,0
249.0,252.0,235.0,0
249.0,251.0,237.0,0
250.0,252.0,238.0,0
252.0,254.0,241.0,0
253.0,255.0,242.0,0
253.0,254.0,238.0,0
253.0,254.0,238.0,0
253.0,254.0,238.0,0
253.0,254.0,238.0,0
253.0,254.0,240.0,0
253.0,254.0,240.0,0
253.0,254.0,240.0,0
253.0,254.0,240.0,0
252.0,251.0,246.0,0
252.0,251.0,246.0,0
251.0,250.0,245.0,0
250.0,249.0,244.0,0
249.0,248.0,243.0,0
248.0,247.0,242.0,0
247.0,246.0,241.0,0
247.0,246.0,241.0,0
248.0,248.0,236.0,0
247.0,248.0,234.0,0
247.0,248.0,234.0,0
